"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jul 27 02:28:23 UTC 2026","Mon Jul 27 02:28:23 UTC 2026","150","1.1 Team Hummingbird - BFF | WLW app","Endpoint tests","Homepage, products","product recommendations DE","","product recommendations DE",""
"passed","Mon Jul 27 02:28:42 UTC 2026","Mon Jul 27 02:28:42 UTC 2026","34","1.1 Team Hummingbird - BFF | WLW app","Technical Tests","login-controller","POST /public_api/auth/resetPassword","","POST /public_api/auth/resetPassword",""
"passed","Mon Jul 27 02:28:39 UTC 2026","Mon Jul 27 02:28:39 UTC 2026","40","1.1 Team Hummingbird - BFF | WLW app","Technical Tests","euro-pages-controller","PUT /public_api/euro-pages/auth/delete","","PUT /public_api/euro-pages/auth/delete",""
"failed","Mon Jul 27 02:28:47 UTC 2026","Mon Jul 27 02:28:47 UTC 2026","15","1.1 Team Hummingbird - BFF | WLW app","Technical Tests","purchaser-support-controller","GET /support-faq [NEG] Expired Token","","GET /support-faq [NEG] Expired Token",""
"passed","Mon Jul 27 02:30:39 UTC 2026","Mon Jul 27 02:30:40 UTC 2026","191","4. Team CRM |CRM Staging","Endpoints Tests","(root)","trigger a Buyer lead","","trigger a Buyer lead",""
"skipped","Mon Jul 27 02:28:02 UTC 2026","Mon Jul 27 02:28:02 UTC 2026","0","7. Team Pegasus | Pegasus Staging","Endpoints Tests","Visitors","Elixir (supplier-app)","","Filters",""
"passed","Mon Jul 27 02:28:18 UTC 2026","Mon Jul 27 02:28:19 UTC 2026","501","1.1 Team Hummingbird - BFF | WLW app","Endpoint tests","Login","registration","","registration",""
"failed","Mon Jul 27 02:28:57 UTC 2026","Mon Jul 27 02:28:57 UTC 2026","12","1.1 Team Hummingbird - BFF | WLW app","Technical Tests","supplier-visitors-controller","GET /public_api/suppliers/{supplier_id}/visits/csv [SEC] Injection Probe","","GET /public_api/suppliers/{supplier_id}/visits/csv [SEC] Injection Probe",""
"skipped","Mon Jul 27 02:28:02 UTC 2026","Mon Jul 27 02:28:02 UTC 2026","0","7. Team Pegasus | Pegasus Staging","Endpoints Tests","Business Insights","Visitor","","Visitor",""
"passed","Mon Jul 27 02:38:01 UTC 2026","Mon Jul 27 02:38:01 UTC 2026","596","Dolphin","Functional","","","getproductRecommendByQueryOnCserpTest","getproductRecommendByQueryOnCserpTest",""
"passed","Mon Jul 27 02:28:25 UTC 2026","Mon Jul 27 02:28:26 UTC 2026","83","1.1 Team Hummingbird - BFF | WLW app","Endpoint tests","(root)","Log out","","Log out",""
"passed","Mon Jul 27 02:30:37 UTC 2026","Mon Jul 27 02:30:37 UTC 2026","73","4. Team CRM |CRM Staging","Endpoints Tests","(root)","update SF","","update SF",""
"passed","Mon Jul 27 02:27:33 UTC 2026","Mon Jul 27 02:27:33 UTC 2026","23","1 Team Hummingbird - BFF | EP app","Endpoint tests","Homepage, products","categories/homepage","","categories/homepage",""
"passed","Mon Jul 27 02:28:38 UTC 2026","Mon Jul 27 02:28:38 UTC 2026","32","1.1 Team Hummingbird - BFF | WLW app","Technical Tests","currency-exchange-controller","GET /exchange/fetch-rates [NEG] Expired Token","","GET /exchange/fetch-rates [NEG] Expired Token",""
"passed","Mon Jul 27 02:28:46 UTC 2026","Mon Jul 27 02:28:46 UTC 2026","46","1.1 Team Hummingbird - BFF | WLW app","Technical Tests","purchaser-support-controller","GET /support-master-data","","GET /support-master-data",""
"passed","Mon Jul 27 02:28:38 UTC 2026","Mon Jul 27 02:28:38 UTC 2026","33","1.1 Team Hummingbird - BFF | WLW app","Technical Tests","currency-exchange-controller","GET /exchange/fetch-rates [NEG] Forbidden Role Token","","GET /exchange/fetch-rates [NEG] Forbidden Role Token",""
"passed","Mon Jul 27 02:30:28 UTC 2026","Mon Jul 27 02:30:28 UTC 2026","497","4. Team CRM |CRM Staging","Business Scenarios Tests","Tasks","Change  Assigned To","","Change  Assigned To",""
"skipped","Mon Jul 27 02:28:02 UTC 2026","Mon Jul 27 02:28:02 UTC 2026","0","7. Team Pegasus | Pegasus Staging","Spike | Profiles link user to company","(root)","03 GET — Verify company (Supplier Facts)","","03 GET — Verify company (Supplier Facts)",""
"failed","Mon Jul 27 02:28:27 UTC 2026","Mon Jul 27 02:28:27 UTC 2026","12","1.1 Team Hummingbird - BFF | WLW app","Technical Tests","ai-company-search-controller","GET /public_api/search/ai/company/search [NEG] Missing Auth/API-Key","","GET /public_api/search/ai/company/search [NEG] Missing Auth/API-Key",""
"passed","Mon Jul 27 02:27:34 UTC 2026","Mon Jul 27 02:27:35 UTC 2026","662","1 Team Hummingbird - BFF | EP app","Endpoint tests","Conversations","decline QDR","","decline QDR",""
"skipped","Mon Jul 27 02:34:05 UTC 2026","Mon Jul 27 02:34:05 UTC 2026","0","3 Team Techno - UCL","Functional Tests","Endpoint Tests","Organization","","get organization for the given supplier_facts_uuid",""
"passed","Mon Jul 27 02:28:41 UTC 2026","Mon Jul 27 02:28:41 UTC 2026","30","1.1 Team Hummingbird - BFF | WLW app","Technical Tests","help-and-support-controller","POST /help [NEG] Expired Token","","POST /help [NEG] Expired Token",""
"passed","Mon Jul 27 02:28:41 UTC 2026","Mon Jul 27 02:28:41 UTC 2026","17","1.1 Team Hummingbird - BFF | WLW app","Technical Tests","inside-business-controller","GET /public_api/inside_business [NEG] Missing Auth/API-Key","","GET /public_api/inside_business [NEG] Missing Auth/API-Key",""
"passed","Mon Jul 27 02:27:59 UTC 2026","Mon Jul 27 02:27:59 UTC 2026","12","2 Team Dragon - BFF | RFQ Backend","Technical Tests","(root)","GET /v1/categories - CPV list (schema + contract)","","GET /v1/categories - CPV list (schema + contract)",""
"failed","Mon Jul 27 02:27:35 UTC 2026","Mon Jul 27 02:27:40 UTC 2026","5054","1 Team Hummingbird - BFF | EP app","Endpoint tests","Visitor profiler","Visitor ID","","Visitor ID",""
"skipped","Mon Jul 27 02:28:02 UTC 2026","Mon Jul 27 02:28:02 UTC 2026","0","7. Team Pegasus | Pegasus Staging","Endpoints Tests","Supplier Registration","EP","","business_sectors - Get business sectors",""
"passed","Mon Jul 27 02:28:51 UTC 2026","Mon Jul 27 02:28:51 UTC 2026","33","1.1 Team Hummingbird - BFF | WLW app","Technical Tests","rfq-marketing-controller","POST /public_api/rfq-marketing/trigger [NEG] Forbidden Role Token","","POST /public_api/rfq-marketing/trigger [NEG] Forbidden Role Token",""
"passed","Mon Jul 27 02:30:29 UTC 2026","Mon Jul 27 02:30:31 UTC 2026","2144","4. Team CRM |CRM Staging","Business Scenarios Tests","Quote","Smoke Test Create new quote","","Smoke Test Create new quote",""
"passed","Mon Jul 27 02:28:20 UTC 2026","Mon Jul 27 02:28:20 UTC 2026","16","1.1 Team Hummingbird - BFF | WLW app","Endpoint tests","Support","Supportmasterdata_EN","","Supportmasterdata_EN",""
"skipped","Mon Jul 27 02:28:02 UTC 2026","Mon Jul 27 02:28:02 UTC 2026","0","7. Team Pegasus | Pegasus Staging","Spike | Profiles link user to company","(root)","01 OAuth — Supplier Facts token","","01 OAuth — Supplier Facts token",""
"passed","Mon Jul 27 02:28:59 UTC 2026","Mon Jul 27 02:28:59 UTC 2026","35","1.1 Team Hummingbird - BFF | WLW app","Technical Tests","user-controller","GET /public_api/user/userInfo","","GET /public_api/user/userInfo",""
"passed","Mon Jul 27 02:28:49 UTC 2026","Mon Jul 27 02:28:49 UTC 2026","33","1.1 Team Hummingbird - BFF | WLW app","Technical Tests","purchaser-user-setting-controller","POST /userSetting [NEG] Forbidden Role Token","","POST /userSetting [NEG] Forbidden Role Token",""
"failed","Mon Jul 27 02:27:33 UTC 2026","Mon Jul 27 02:27:33 UTC 2026","300","1 Team Hummingbird - BFF | EP app","Endpoint tests","Contact request","QDR request","","QDR request",""
"passed","Mon Jul 27 02:28:36 UTC 2026","Mon Jul 27 02:28:36 UTC 2026","34","1.1 Team Hummingbird - BFF | WLW app","Technical Tests","conversation-controller","GET /public_api/conversation/userConversations/{userId}/unreadCount/ [SEC] Injection Probe","","GET /public_api/conversation/userConversations/{userId}/unreadCount/ [SEC] Injection Probe",""
"passed","Mon Jul 27 02:27:31 UTC 2026","Mon Jul 27 02:27:31 UTC 2026","313","1 Team Hummingbird - BFF | EP app","Endpoint tests","Company","branchIO dynamic link, share PDP","","branchIO dynamic link, share PDP",""
"passed","Mon Jul 27 02:30:32 UTC 2026","Mon Jul 27 02:30:36 UTC 2026","4045","4. Team CRM |CRM Staging","Business Scenarios Tests","Disable Hubspot","Change Hubspot to false","","Change Hubspot to false",""
"passed","Mon Jul 27 02:27:29 UTC 2026","Mon Jul 27 02:27:29 UTC 2026","18","1 Team Hummingbird - BFF | EP app","Endpoint tests","Support","Support FAQ_FR","","Support FAQ_FR",""
"passed","Mon Jul 27 02:28:25 UTC 2026","Mon Jul 27 02:28:29 UTC 2026","3276","1.1 Team Hummingbird - BFF | WLW app","Endpoint tests","Visitor profiler","csv get","","csv get",""
"skipped","Mon Jul 27 02:28:02 UTC 2026","Mon Jul 27 02:28:02 UTC 2026","0","7. Team Pegasus | Pegasus Staging","Spike | Profiles link user to company","(root)","09 MANUAL — my-account supplier page (browser)","","09 MANUAL — my-account supplier page (browser)",""
"passed","Mon Jul 27 02:30:33 UTC 2026","Mon Jul 27 02:30:33 UTC 2026","231","4. Team CRM |CRM Staging","Business Scenarios Tests","Disable Hubspot","Check hubspot is false","","Check hubspot is false",""
"skipped","Mon Jul 27 02:28:02 UTC 2026","Mon Jul 27 02:28:02 UTC 2026","0","7. Team Pegasus | Pegasus Staging","Endpoints Tests","Shop Import & Onboarding Backend","/import/status","","/import/status",""
"passed","Mon Jul 27 02:28:55 UTC 2026","Mon Jul 27 02:28:55 UTC 2026","33","1.1 Team Hummingbird - BFF | WLW app","Technical Tests","search-term-controller","PUT /public_api/search/notification-opened [NEG] Expired Token","","PUT /public_api/search/notification-opened [NEG] Expired Token",""
"skipped","Mon Jul 27 02:34:05 UTC 2026","Mon Jul 27 02:34:05 UTC 2026","0","3 Team Techno - UCL","Functional Tests","Endpoint Tests","membership","","get all membership for non-existing uuid",""
"passed","Mon Jul 27 02:28:22 UTC 2026","Mon Jul 27 02:28:22 UTC 2026","98","1.1 Team Hummingbird - BFF | WLW app","Endpoint tests","Search","search track","","search track",""
"broken","Mon Jul 27 02:35:44 UTC 2026","Mon Jul 27 02:36:04 UTC 2026","20022","Dolphin","Technical","","","recallWhitespaceQueryTest","AI Search recall: whitespace-only query → business failure",""
"skipped","Mon Jul 27 02:28:02 UTC 2026","Mon Jul 27 02:28:02 UTC 2026","0","7. Team Pegasus | Pegasus Staging","Business Scenarios Tests","Visitors","Statistics visitor drill-down","","CSV creation",""
"passed","Mon Jul 27 02:30:39 UTC 2026","Mon Jul 27 02:30:39 UTC 2026","85","4. Team CRM |CRM Staging","Endpoints Tests","(root)","Update Website Leads Fields with sf_id","","Update Website Leads Fields with sf_id",""
