"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Sep 16 02:30:12 UTC 2026","Wed Sep 16 02:30:12 UTC 2026","12","1.1 Team Hummingbird - BFF | WLW app","Technical Tests","rfq-marketing-controller","POST /public_api/rfq-marketing/trigger [NEG] Missing Auth/API-Key","","POST /public_api/rfq-marketing/trigger [NEG] Missing Auth/API-Key",""
"passed","Wed Sep 16 02:30:19 UTC 2026","Wed Sep 16 02:30:19 UTC 2026","19","1.1 Team Hummingbird - BFF | WLW app","Technical Tests","supplier-visitors-controller","GET /","","GET /",""
"passed","Wed Sep 16 02:30:04 UTC 2026","Wed Sep 16 02:30:04 UTC 2026","31","1.1 Team Hummingbird - BFF | WLW app","Technical Tests","login-controller","POST /public_api/auth/password/login [NEG] Expired Token","","POST /public_api/auth/password/login [NEG] Expired Token",""
"passed","Wed Sep 16 02:37:12 UTC 2026","Wed Sep 16 02:37:12 UTC 2026","84","Dolphin","Technical","","","homepageProductRecommendTest","homepage product recommend -- wlw",""
"skipped","Wed Sep 16 02:28:30 UTC 2026","Wed Sep 16 02:28:30 UTC 2026","0","7. Team Pegasus | Pegasus Staging","Endpoints Tests","Shop Import & Onboarding Backend","/offers/{offerId}","","/offers/{offerId}",""
"failed","Wed Sep 16 02:28:31 UTC 2026","Wed Sep 16 02:28:31 UTC 2026","0","3 Team Techno - UCL","Technical Tests","Retargeting","GET /unified_commercial_logic/internal_api/api/retargeting/ - Retrieve Retargeting List","","GET /unified_commercial_logic/internal_api/api/retargeting/ - Retrieve Retargeting List",""
"passed","Wed Sep 16 02:30:03 UTC 2026","Wed Sep 16 02:30:03 UTC 2026","31","1.1 Team Hummingbird - BFF | WLW app","Technical Tests","login-controller","POST /public_api/auth/resetPassword [NEG] Expired Token","","POST /public_api/auth/resetPassword [NEG] Expired Token",""
"passed","Wed Sep 16 02:27:29 UTC 2026","Wed Sep 16 02:27:29 UTC 2026","51","4. Team CRM |CRM Staging","Business Scenarios Tests","Create and edit a contact","Create contact","","Create contact",""
"failed","Wed Sep 16 02:28:29 UTC 2026","Wed Sep 16 02:28:29 UTC 2026","0","3 Team Techno - UCL","Technical Tests","SponsoredBrand","GET /unified_commercial_logic/internal_api/api/sponsored_brand_v1/ - Retrieve SponsoredBrandV1 List","","GET /unified_commercial_logic/internal_api/api/sponsored_brand_v1/ - Retrieve SponsoredBrandV1 List",""
"passed","Wed Sep 16 02:27:29 UTC 2026","Wed Sep 16 02:27:29 UTC 2026","45","4. Team CRM |CRM Staging","Business Scenarios Tests","Create and edit a contact","Check Contact","","Check Contact",""
"broken","Wed Sep 16 02:27:32 UTC 2026","Wed Sep 16 02:27:53 UTC 2026","20785","Dolphin","Technical","","","inferenceEmptySearchTextTest","AI Search inference: empty searchText still streams",""
"skipped","Wed Sep 16 02:28:30 UTC 2026","Wed Sep 16 02:28:30 UTC 2026","0","7. Team Pegasus | Pegasus Staging","Spike | Profiles link user to company","(root)","10 MANUAL — company-editor basic-info (browser)","","10 MANUAL — company-editor basic-info (browser)",""
"passed","Wed Sep 16 02:27:30 UTC 2026","Wed Sep 16 02:27:30 UTC 2026","38","4. Team CRM |CRM Staging","Business Scenarios Tests","Disable Hubspot","Check hubspot is true","","Check hubspot is true",""
"failed","Wed Sep 16 02:28:31 UTC 2026","Wed Sep 16 02:28:31 UTC 2026","0","3 Team Techno - UCL","Technical Tests","Organization","GET /unified_commercial_logic/internal_api/api/organization/{id} - Retrieve Organization By ID","","GET /unified_commercial_logic/internal_api/api/organization/{id} - Retrieve Organization By ID",""
"passed","Wed Sep 16 02:30:16 UTC 2026","Wed Sep 16 02:30:16 UTC 2026","33","1.1 Team Hummingbird - BFF | WLW app","Technical Tests","search-term-controller","PUT /public_api/search/notification-opened [NEG] Expired Token","","PUT /public_api/search/notification-opened [NEG] Expired Token",""
"failed","Wed Sep 16 02:28:52 UTC 2026","Wed Sep 16 02:28:52 UTC 2026","106","1 Team Hummingbird - BFF | EP app","Endpoint tests","Login","user Info","","user Info",""
"passed","Wed Sep 16 02:29:49 UTC 2026","Wed Sep 16 02:29:49 UTC 2026","34","1.1 Team Hummingbird - BFF | WLW app","Technical Tests","ai-company-search-controller","POST /public_api/search/ai/company/search [NEG] Forbidden Role Token","","POST /public_api/search/ai/company/search [NEG] Forbidden Role Token",""
"skipped","Wed Sep 16 02:28:30 UTC 2026","Wed Sep 16 02:28:30 UTC 2026","0","7. Team Pegasus | Pegasus Staging","Endpoints Tests","Supplier Registration","EP","","request_for_quotations - Endpoints related to the creation of request for quotations",""
"failed","Wed Sep 16 02:29:42 UTC 2026","Wed Sep 16 02:29:42 UTC 2026","24","1.1 Team Hummingbird - BFF | WLW app","Endpoint tests","Company","Company ID FR","","Company ID FR",""
"passed","Wed Sep 16 02:29:50 UTC 2026","Wed Sep 16 02:29:50 UTC 2026","15","1.1 Team Hummingbird - BFF | WLW app","Technical Tests","categories-controller","GET /public_api/categories/homepage [NEG] Missing Auth/API-Key","","GET /public_api/categories/homepage [NEG] Missing Auth/API-Key",""
"passed","Wed Sep 16 02:29:43 UTC 2026","Wed Sep 16 02:29:43 UTC 2026","76","1.1 Team Hummingbird - BFF | WLW app","Endpoint tests","Search","search autoComplete EN","","search autoComplete EN",""
"passed","Wed Sep 16 02:29:45 UTC 2026","Wed Sep 16 02:29:45 UTC 2026","330","1.1 Team Hummingbird - BFF | WLW app","Endpoint tests","Conversations","new message","","new message",""
"failed","Wed Sep 16 02:29:50 UTC 2026","Wed Sep 16 02:29:50 UTC 2026","12","1.1 Team Hummingbird - BFF | WLW app","Technical Tests","categories-controller","PUT /preferred/categories [NEG] Forbidden Role Token","","PUT /preferred/categories [NEG] Forbidden Role Token",""
"failed","Wed Sep 16 02:30:18 UTC 2026","Wed Sep 16 02:30:18 UTC 2026","14","1.1 Team Hummingbird - BFF | WLW app","Technical Tests","supplier-visitors-controller","GET /public_api/suppliers/{supplier_id}/visits [SEC] Injection Probe","","GET /public_api/suppliers/{supplier_id}/visits [SEC] Injection Probe",""
"skipped","Wed Sep 16 02:28:30 UTC 2026","Wed Sep 16 02:28:30 UTC 2026","0","7. Team Pegasus | Pegasus Staging","Spike | Profiles link user to company","(root)","03 GET — Verify company (Supplier Facts)","","03 GET — Verify company (Supplier Facts)",""
"failed","Wed Sep 16 02:28:24 UTC 2026","Wed Sep 16 02:28:24 UTC 2026","0","3 Team Techno - UCL","Functional Tests","Endpoint Tests","membership","","get all active membership for business_partner_id",""
"skipped","Wed Sep 16 02:28:30 UTC 2026","Wed Sep 16 02:28:30 UTC 2026","0","7. Team Pegasus | Pegasus Staging","Business Scenarios Tests","Supplier Facts","API register, publish, and verify in UI","","2. Complete registration (user + company)",""
"broken","Wed Sep 16 02:33:14 UTC 2026","Wed Sep 16 02:33:34 UTC 2026","20014","Dolphin","Functional","","","recallSecondPageTest","AI Search recall: pagination page 2",""
"failed","Wed Sep 16 02:28:52 UTC 2026","Wed Sep 16 02:28:53 UTC 2026","114","1 Team Hummingbird - BFF | EP app","Endpoint tests","Login","resend code","","resend code",""
"passed","Wed Sep 16 02:27:28 UTC 2026","Wed Sep 16 02:27:28 UTC 2026","68","4. Team CRM |CRM Staging","Business Scenarios Tests","Account","Smoke Test Create Account with All Fields","","Smoke Test Create Account with All Fields",""
"skipped","Wed Sep 16 02:28:30 UTC 2026","Wed Sep 16 02:28:30 UTC 2026","0","7. Team Pegasus | Pegasus Staging","Endpoints Tests","Shop Import & Onboarding Backend","/offers/topCategories","","/offers/topCategories",""
