"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sun Sep 13 02:28:32 UTC 2026","Sun Sep 13 02:28:32 UTC 2026","0","3 Team Techno - UCL","Technical Tests","Retargeting","GET /unified_commercial_logic/internal_api/api/retargeting/{id} - Retrieve Retargeting By ID","","GET /unified_commercial_logic/internal_api/api/retargeting/{id} - Retrieve Retargeting By ID",""
"passed","Sun Sep 13 02:28:40 UTC 2026","Sun Sep 13 02:28:40 UTC 2026","46","Bamboo","Technical","","","listTopCategoriesTest","list top Categories",""
"passed","Sun Sep 13 02:30:27 UTC 2026","Sun Sep 13 02:30:27 UTC 2026","116","1 Team Hummingbird - BFF | EP app","Endpoint tests","Company","search company products","","search company products",""
"failed","Sun Sep 13 02:31:53 UTC 2026","Sun Sep 13 02:31:53 UTC 2026","13","1.1 Team Hummingbird - BFF | WLW app","Technical Tests","search-controller","GET /public_api/search/ai/termRecommend [NEG] Forbidden Role Token","","GET /public_api/search/ai/termRecommend [NEG] Forbidden Role Token",""
"passed","Sun Sep 13 02:31:41 UTC 2026","Sun Sep 13 02:31:41 UTC 2026","27","1.1 Team Hummingbird - BFF | WLW app","Technical Tests","login-controller","POST /public_api/auth/resetPassword","","POST /public_api/auth/resetPassword",""
"failed","Sun Sep 13 02:31:57 UTC 2026","Sun Sep 13 02:31:57 UTC 2026","15","1.1 Team Hummingbird - BFF | WLW app","Technical Tests","trending-products-controller","GET /public_api/trending/products [NEG] Missing Auth/API-Key","","GET /public_api/trending/products [NEG] Missing Auth/API-Key",""
"skipped","Sun Sep 13 02:29:15 UTC 2026","Sun Sep 13 02:29:15 UTC 2026","0","7. Team Pegasus | Pegasus Staging","Endpoints Tests","Shop Import & Onboarding Backend","/offers/topCategories","","/offers/topCategories",""
"skipped","Sun Sep 13 02:29:15 UTC 2026","Sun Sep 13 02:29:15 UTC 2026","0","7. Team Pegasus | Pegasus Staging","Business Scenarios Tests","Supplier Facts","Company create and update for UI","","Update company",""
"passed","Sun Sep 13 02:31:32 UTC 2026","Sun Sep 13 02:31:32 UTC 2026","31","1.1 Team Hummingbird - BFF | WLW app","Technical Tests","conversation-controller","PUT /public_api/conversation/userConversations/{conversationId}/decline [NEG] Expired Token","","PUT /public_api/conversation/userConversations/{conversationId}/decline [NEG] Expired Token",""
"failed","Sun Sep 13 02:28:36 UTC 2026","Sun Sep 13 02:28:36 UTC 2026","0","3 Team Techno - UCL","Technical Tests","Membership","GET /unified_commercial_logic/internal_api/api/membership/ - Retrieve Membership List","","GET /unified_commercial_logic/internal_api/api/membership/ - Retrieve Membership List",""
"failed","Sun Sep 13 02:28:32 UTC 2026","Sun Sep 13 02:28:32 UTC 2026","0","3 Team Techno - UCL","Technical Tests","Retargeting","GET /unified_commercial_logic/internal_api/api/retargeting/{id} - Retrieve Retargeting By ID","","GET /unified_commercial_logic/internal_api/api/retargeting/{id} - Retrieve Retargeting By ID",""
"passed","Sun Sep 13 02:31:59 UTC 2026","Sun Sep 13 02:31:59 UTC 2026","31","1.1 Team Hummingbird - BFF | WLW app","Technical Tests","user-controller","PUT /public_api/user/userInfo [NEG] Expired Token","","PUT /public_api/user/userInfo [NEG] Expired Token",""
"failed","Sun Sep 13 02:31:20 UTC 2026","Sun Sep 13 02:31:20 UTC 2026","70","1.1 Team Hummingbird - BFF | WLW app","Endpoint tests","Company","Company ID FR","","Company ID FR",""
"passed","Sun Sep 13 02:38:54 UTC 2026","Sun Sep 13 02:38:55 UTC 2026","38","Dolphin","Technical","","","getCategoryListWlwTest","v-recommend category list -- wlw, full categories",""
"passed","Sun Sep 13 02:31:33 UTC 2026","Sun Sep 13 02:31:33 UTC 2026","25","1.1 Team Hummingbird - BFF | WLW app","Technical Tests","conversation-controller","POST /public_api/conversation/userConversations/{conversationId}/messages/file/ [NEG] Missing Auth/API-Key","","POST /public_api/conversation/userConversations/{conversationId}/messages/file/ [NEG] Missing Auth/API-Key",""
"passed","Sun Sep 13 02:31:37 UTC 2026","Sun Sep 13 02:31:37 UTC 2026","31","1.1 Team Hummingbird - BFF | WLW app","Technical Tests","currency-exchange-controller","GET /exchange/fetch-rates [NEG] Expired Token","","GET /exchange/fetch-rates [NEG] Expired Token",""
"passed","Sun Sep 13 02:31:59 UTC 2026","Sun Sep 13 02:31:59 UTC 2026","27","1.1 Team Hummingbird - BFF | WLW app","Technical Tests","user-controller","PUT /public_api/user/userInfo [NEG] Forbidden Role Token","","PUT /public_api/user/userInfo [NEG] Forbidden Role Token",""
"broken","Sun Sep 13 02:37:18 UTC 2026","Sun Sep 13 02:37:38 UTC 2026","20022","Dolphin","Functional","","","termRecommendNoMockTest","AI Search term recommend API without mock",""
"failed","Sun Sep 13 02:28:37 UTC 2026","Sun Sep 13 02:28:37 UTC 2026","0","3 Team Techno - UCL","Technical Tests","GoogleAd","GET /unified_commercial_logic/internal_api/api/google_ad/{id} - Retrieve GoogleAd By ID","","GET /unified_commercial_logic/internal_api/api/google_ad/{id} - Retrieve GoogleAd By ID",""
"passed","Sun Sep 13 02:31:41 UTC 2026","Sun Sep 13 02:31:41 UTC 2026","17","1.1 Team Hummingbird - BFF | WLW app","Technical Tests","login-controller","POST /public_api/auth/resetPassword [NEG] Missing Auth/API-Key","","POST /public_api/auth/resetPassword [NEG] Missing Auth/API-Key",""
"failed","Sun Sep 13 02:31:31 UTC 2026","Sun Sep 13 02:31:31 UTC 2026","12","1.1 Team Hummingbird - BFF | WLW app","Technical Tests","conversation-controller","PUT /public_api/conversation/userConversations/{conversationId}/messages/markAsRead [NEG] Expired Token","","PUT /public_api/conversation/userConversations/{conversationId}/messages/markAsRead [NEG] Expired Token",""
"failed","Sun Sep 13 02:28:29 UTC 2026","Sun Sep 13 02:28:29 UTC 2026","0","3 Team Techno - UCL","Technical Tests","WebsiteLead","GET /unified_commercial_logic/internal_api/api/website_lead/{id} - Retrieve WebsiteLead By ID","","GET /unified_commercial_logic/internal_api/api/website_lead/{id} - Retrieve WebsiteLead By ID",""
"failed","Sun Sep 13 02:31:34 UTC 2026","Sun Sep 13 02:31:34 UTC 2026","12","1.1 Team Hummingbird - BFF | WLW app","Technical Tests","conversation-controller","GET /public_api/conversation/userConversations","","GET /public_api/conversation/userConversations",""
"skipped","Sun Sep 13 02:29:15 UTC 2026","Sun Sep 13 02:29:15 UTC 2026","0","7. Team Pegasus | Pegasus Staging","Endpoints Tests","Business Insights","Graph","","Graph",""
"failed","Sun Sep 13 02:31:34 UTC 2026","Sun Sep 13 02:31:34 UTC 2026","14","1.1 Team Hummingbird - BFF | WLW app","Technical Tests","conversation-controller","GET /public_api/conversation/userConversations [NEG] Expired Token","","GET /public_api/conversation/userConversations [NEG] Expired Token",""
"skipped","Sun Sep 13 02:29:15 UTC 2026","Sun Sep 13 02:29:15 UTC 2026","0","7. Team Pegasus | Pegasus Staging","Business Scenarios Tests","Business Insights","Dashboard smoke flow","","Scoring",""
"passed","Sun Sep 13 02:31:29 UTC 2026","Sun Sep 13 02:31:29 UTC 2026","57","1.1 Team Hummingbird - BFF | WLW app","Technical Tests","categories-controller","GET /public_api/categories/homepage [NEG] Expired Token","","GET /public_api/categories/homepage [NEG] Expired Token",""
"failed","Sun Sep 13 02:31:28 UTC 2026","Sun Sep 13 02:31:28 UTC 2026","13","1.1 Team Hummingbird - BFF | WLW app","Technical Tests","categories-controller","GET /preferred/categories [NEG] Expired Token","","GET /preferred/categories [NEG] Expired Token",""
"failed","Sun Sep 13 02:31:23 UTC 2026","Sun Sep 13 02:31:23 UTC 2026","54","1.1 Team Hummingbird - BFF | WLW app","Endpoint tests","Conversations","File","","File",""
"broken","Sun Sep 13 02:37:38 UTC 2026","Sun Sep 13 02:37:58 UTC 2026","20008","Dolphin","Technical","","","termRecommendTest","AI Search term recommend API",""
"passed","Sun Sep 13 02:31:33 UTC 2026","Sun Sep 13 02:31:33 UTC 2026","29","1.1 Team Hummingbird - BFF | WLW app","Technical Tests","conversation-controller","POST /public_api/conversation/userConversations/{conversationId}/messages/file/","","POST /public_api/conversation/userConversations/{conversationId}/messages/file/",""
"passed","Sun Sep 13 02:30:28 UTC 2026","Sun Sep 13 02:30:29 UTC 2026","890","1 Team Hummingbird - BFF | EP app","Endpoint tests","RFQ","post RFQ","","post RFQ",""
"passed","Sun Sep 13 02:31:22 UTC 2026","Sun Sep 13 02:31:22 UTC 2026","132","1.1 Team Hummingbird - BFF | WLW app","Endpoint tests","Homepage, products","product recommendations FR","","product recommendations FR",""
"passed","Sun Sep 13 02:31:42 UTC 2026","Sun Sep 13 02:31:42 UTC 2026","27","1.1 Team Hummingbird - BFF | WLW app","Technical Tests","login-controller","POST /public_api/auth/password/login [NEG] Expired Token","","POST /public_api/auth/password/login [NEG] Expired Token",""
"passed","Sun Sep 13 02:31:26 UTC 2026","Sun Sep 13 02:31:26 UTC 2026","32","1.1 Team Hummingbird - BFF | WLW app","Technical Tests","ai-company-search-controller","POST /public_api/search/ai/supplier/pv-match [NEG] Forbidden Role Token","","POST /public_api/search/ai/supplier/pv-match [NEG] Forbidden Role Token",""
"failed","Sun Sep 13 02:28:32 UTC 2026","Sun Sep 13 02:28:32 UTC 2026","0","3 Team Techno - UCL","Technical Tests","SponsoredBrand","GET /unified_commercial_logic/internal_api/api/sponsored_brand_v1/ - Retrieve SponsoredBrandV1 List","","GET /unified_commercial_logic/internal_api/api/sponsored_brand_v1/ - Retrieve SponsoredBrandV1 List",""
"failed","Sun Sep 13 02:28:33 UTC 2026","Sun Sep 13 02:28:33 UTC 2026","0","3 Team Techno - UCL","Technical Tests","Retargeting","GET /unified_commercial_logic/internal_api/api/retargeting - Retrieve Retargeting List","","GET /unified_commercial_logic/internal_api/api/retargeting - Retrieve Retargeting List",""
"passed","Sun Sep 13 02:31:29 UTC 2026","Sun Sep 13 02:31:29 UTC 2026","71","1.1 Team Hummingbird - BFF | WLW app","Technical Tests","categories-controller","GET /public_api/categories/homepage [NEG] Forbidden Role Token","","GET /public_api/categories/homepage [NEG] Forbidden Role Token",""
"failed","Sun Sep 13 02:31:28 UTC 2026","Sun Sep 13 02:31:28 UTC 2026","17","1.1 Team Hummingbird - BFF | WLW app","Technical Tests","categories-controller","PUT /preferred/categories [NEG] Missing Auth/API-Key","","PUT /preferred/categories [NEG] Missing Auth/API-Key",""
"failed","Sun Sep 13 02:28:41 UTC 2026","Sun Sep 13 02:28:41 UTC 2026","83","4. Team CRM |CRM Staging","Business Scenarios Tests","Account","Create Account","","Create Account",""
"failed","Sun Sep 13 02:31:32 UTC 2026","Sun Sep 13 02:31:32 UTC 2026","12","1.1 Team Hummingbird - BFF | WLW app","Technical Tests","conversation-controller","GET /public_api/conversation/userConversations/{conversationId}/messages [NEG] Forbidden Role Token","","GET /public_api/conversation/userConversations/{conversationId}/messages [NEG] Forbidden Role Token",""
"passed","Sun Sep 13 02:31:21 UTC 2026","Sun Sep 13 02:31:21 UTC 2026","343","1.1 Team Hummingbird - BFF | WLW app","Endpoint tests","Company","branchIO dynamic link, share PDP","","branchIO dynamic link, share PDP",""
"passed","Sun Sep 13 02:31:42 UTC 2026","Sun Sep 13 02:31:42 UTC 2026","34","1.1 Team Hummingbird - BFF | WLW app","Technical Tests","login-controller","POST /public_api/auth/registration [NEG] Forbidden Role Token","","POST /public_api/auth/registration [NEG] Forbidden Role Token",""
