"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Sep 02 02:44:47 UTC 2026","Wed Sep 02 02:44:47 UTC 2026","29","1.1 Team Hummingbird - BFF | WLW app","Technical Tests","login-controller","POST /public_api/auth/sso/login","","POST /public_api/auth/sso/login",""
"failed","Wed Sep 02 02:43:58 UTC 2026","Wed Sep 02 02:43:58 UTC 2026","0","3 Team Techno - UCL","Functional Tests","Endpoint Tests","membership","","get all membership for non-existing uuid",""
"broken","Wed Sep 02 02:43:16 UTC 2026","Wed Sep 02 02:43:17 UTC 2026","524","Bamboo","Functional","","","findCategoryByIdTest","findCategoryById",""
"passed","Wed Sep 02 02:52:55 UTC 2026","Wed Sep 02 02:52:55 UTC 2026","83","Dolphin","Technical","","","otherStoreProductRecommendTest","similar products recommend -- wlw pdp",""
"failed","Wed Sep 02 02:44:03 UTC 2026","Wed Sep 02 02:44:03 UTC 2026","0","3 Team Techno - UCL","Technical Tests","SponsoredBrand","GET /unified_commercial_logic/internal_api/api/sponsored_brand_v1/{id} - Retrieve SponsoredBrandV1 By ID","","GET /unified_commercial_logic/internal_api/api/sponsored_brand_v1/{id} - Retrieve SponsoredBrandV1 By ID",""
"failed","Wed Sep 02 02:44:24 UTC 2026","Wed Sep 02 02:44:24 UTC 2026","39","1.1 Team Hummingbird - BFF | WLW app","Endpoint tests","Login","resend code","","resend code",""
"passed","Wed Sep 02 02:45:04 UTC 2026","Wed Sep 02 02:45:04 UTC 2026","27","1.1 Team Hummingbird - BFF | WLW app","Technical Tests","trending-products-controller","GET /public_api/trending/notifications","","GET /public_api/trending/notifications",""
"passed","Wed Sep 02 02:44:27 UTC 2026","Wed Sep 02 02:44:27 UTC 2026","195","1.1 Team Hummingbird - BFF | WLW app","Endpoint tests","Company","branchIO dynamic link, share CPP","","branchIO dynamic link, share CPP",""
"broken","Wed Sep 02 02:48:16 UTC 2026","Wed Sep 02 02:48:37 UTC 2026","20023","Dolphin","Technical","","","recallPageZeroNormalizedTest","AI Search recall: page=0 normalized, still success",""
"passed","Wed Sep 02 02:44:25 UTC 2026","Wed Sep 02 02:44:25 UTC 2026","15","1.1 Team Hummingbird - BFF | WLW app","Endpoint tests","Support","Support FAQ_EN","","Support FAQ_EN",""
"failed","Wed Sep 02 02:44:35 UTC 2026","Wed Sep 02 02:44:35 UTC 2026","12","1.1 Team Hummingbird - BFF | WLW app","Technical Tests","categories-controller","PUT /preferred/categories","","PUT /preferred/categories",""
