"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Wed Jul 22 07:32:31 UTC 2026","Wed Jul 22 07:32:31 UTC 2026","0","4. Team CRM |CRM Staging","Endpoints Tests","(root)","resolve individual id","","resolve individual id",""
"passed","Wed Jul 22 07:17:02 UTC 2026","Wed Jul 22 07:17:02 UTC 2026","19","2 Team Dragon - BFF | RFQ Backend","Technical Tests","(root)","GET /v1/rfqs/{rfqId} - Details (Schema + Auth Orchestration)","","GET /v1/rfqs/{rfqId} - Details (Schema + Auth Orchestration)",""
"failed","Wed Jul 22 07:09:47 UTC 2026","Wed Jul 22 07:09:47 UTC 2026","236","API Coverage - Arise + Bamboo + Dolphin","Dolphin","com.testcase.dolphin.searchRec.CompanyMainSearchTest","com.testcase.dolphin.searchRec.CompanyMainSearchTest","testCompanyMainSearchNoResult","testCompanyMainSearchNoResult",""
"passed","Wed Jul 22 07:17:18 UTC 2026","Wed Jul 22 07:17:18 UTC 2026","27","1.1 Team Hummingbird - BFF | WLW app","Technical Tests","currency-exchange-controller","GET /exchange/fetch-rates [NEG] Expired Token","","GET /exchange/fetch-rates [NEG] Expired Token",""
"passed","Wed Jul 22 07:16:03 UTC 2026","Wed Jul 22 07:16:03 UTC 2026","587","1 Team Hummingbird - BFF | EP app","Endpoint tests","Login","native email login purchaser","","native email login purchaser",""
"failed","Wed Jul 22 07:17:02 UTC 2026","Wed Jul 22 07:17:02 UTC 2026","15","2 Team Dragon - BFF | RFQ Backend","Technical Tests","(root)","POST /v1/rfqs/{rfqId}/respond - Multipart Upload + Schema + Security","","POST /v1/rfqs/{rfqId}/respond - Multipart Upload + Schema + Security",""
"failed","Wed Jul 22 07:17:14 UTC 2026","Wed Jul 22 07:17:14 UTC 2026","10","1.1 Team Hummingbird - BFF | WLW app","Technical Tests","conversation-controller","GET /public_api/conversation/userConversations [NEG] Missing Auth/API-Key","","GET /public_api/conversation/userConversations [NEG] Missing Auth/API-Key",""
"failed","Wed Jul 22 07:17:25 UTC 2026","Wed Jul 22 07:17:25 UTC 2026","12","1.1 Team Hummingbird - BFF | WLW app","Technical Tests","product-controller","GET /public_api/companies/{supplierPublicId}/products","","GET /public_api/companies/{supplierPublicId}/products",""
"failed","Wed Jul 22 07:17:07 UTC 2026","Wed Jul 22 07:17:07 UTC 2026","10","1.1 Team Hummingbird - BFF | WLW app","Technical Tests","ai-company-search-controller","GET /public_api/search/ai/company/stream/mock","","GET /public_api/search/ai/company/stream/mock",""
"passed","Wed Jul 22 07:17:38 UTC 2026","Wed Jul 22 07:17:38 UTC 2026","27","1.1 Team Hummingbird - BFF | WLW app","Technical Tests","trending-products-controller","GET /public_api/trending/notifications [NEG] Expired Token","","GET /public_api/trending/notifications [NEG] Expired Token",""
"failed","Wed Jul 22 07:32:30 UTC 2026","Wed Jul 22 07:32:30 UTC 2026","0","4. Team CRM |CRM Staging","Endpoints Tests","Accounts","Get Account Information","","Get Account Information",""
"passed","Wed Jul 22 07:17:39 UTC 2026","Wed Jul 22 07:17:39 UTC 2026","33","1.1 Team Hummingbird - BFF | WLW app","Technical Tests","user-controller","PUT /public_api/user/userInfo","","PUT /public_api/user/userInfo",""
"failed","Wed Jul 22 07:17:36 UTC 2026","Wed Jul 22 07:17:36 UTC 2026","13","1.1 Team Hummingbird - BFF | WLW app","Technical Tests","supplier-visitors-controller","GET /public_api/suppliers/{supplier_id}/visits","","GET /public_api/suppliers/{supplier_id}/visits",""
"passed","Wed Jul 22 07:17:03 UTC 2026","Wed Jul 22 07:17:03 UTC 2026","5","2 Team Dragon - BFF | RFQ Backend","Technical Tests","(root)","Negative test: malformed UUIDs & content type checks","","Negative test: malformed UUIDs & content type checks",""
"failed","Wed Jul 22 07:16:58 UTC 2026","Wed Jul 22 07:16:58 UTC 2026","67","1.1 Team Hummingbird - BFF | WLW app","Endpoint tests","Login","extend session","","extend session",""
"passed","Wed Jul 22 07:17:02 UTC 2026","Wed Jul 22 07:17:02 UTC 2026","19","2 Team Dragon - BFF | RFQ Backend","Technical Tests","(root)","GET /v1/rfqs/{rfqId} - Details (Schema + Auth Orchestration)","","GET /v1/rfqs/{rfqId} - Details (Schema + Auth Orchestration)",""
"passed","Wed Jul 22 07:17:10 UTC 2026","Wed Jul 22 07:17:10 UTC 2026","28","1.1 Team Hummingbird - BFF | WLW app","Technical Tests","company-controller","GET /public_api/company/{id} [NEG] Forbidden Role Token","","GET /public_api/company/{id} [NEG] Forbidden Role Token",""
"failed","Wed Jul 22 07:32:32 UTC 2026","Wed Jul 22 07:32:32 UTC 2026","0","4. Team CRM |CRM Staging","Endpoints Tests","(root)","Update WLW Connect Counters with id","","Update WLW Connect Counters with id",""
"failed","Wed Jul 22 07:17:00 UTC 2026","Wed Jul 22 07:17:00 UTC 2026","21","1.1 Team Hummingbird - BFF | WLW app","Endpoint tests","Company","Company ID FR","","Company ID FR",""
"broken","Wed Jul 22 07:10:11 UTC 2026","Wed Jul 22 07:10:31 UTC 2026","20019","API Coverage - Arise + Bamboo + Dolphin","Dolphin","com.testcase.dolphin.searchRec.AICompanySearchTest","com.testcase.dolphin.searchRec.AICompanySearchTest","inferenceTest","AI Search inference API (SSE stream)",""
"passed","Wed Jul 22 07:16:07 UTC 2026","Wed Jul 22 07:16:08 UTC 2026","678","1 Team Hummingbird - BFF | EP app","Endpoint tests","RFQ","post RFQ","","post RFQ",""
"passed","Wed Jul 22 07:17:19 UTC 2026","Wed Jul 22 07:17:19 UTC 2026","17","1.1 Team Hummingbird - BFF | WLW app","Technical Tests","euro-pages-controller","DELETE /public_api/euro-pages/auth/delete [NEG] Missing Auth/API-Key","","DELETE /public_api/euro-pages/auth/delete [NEG] Missing Auth/API-Key",""
"passed","Wed Jul 22 07:09:30 UTC 2026","Wed Jul 22 07:09:30 UTC 2026","32","API Coverage - Arise + Bamboo + Dolphin","Bamboo","com.testcase.dolphin.cpvProduct.CpvTest","com.testcase.dolphin.cpvProduct.CpvTest","searchCategoryByNameTest","searchCategoryByName",""
"failed","Wed Jul 22 07:17:17 UTC 2026","Wed Jul 22 07:17:17 UTC 2026","10","1.1 Team Hummingbird - BFF | WLW app","Technical Tests","conversation-controller","GET /public_api/conversation/userConversations/{conversationId}/file/ [NEG] Expired Token","","GET /public_api/conversation/userConversations/{conversationId}/file/ [NEG] Expired Token",""
"failed","Wed Jul 22 07:32:23 UTC 2026","Wed Jul 22 07:32:23 UTC 2026","114","4. Team CRM |CRM Staging","Business Scenarios Tests","Account","wlw salesorderitems link","","wlw salesorderitems link",""
"passed","Wed Jul 22 07:17:36 UTC 2026","Wed Jul 22 07:17:36 UTC 2026","28","1.1 Team Hummingbird - BFF | WLW app","Technical Tests","supplier-visitors-controller","GET /public_api/suppliers/{supplier_id}/visits/{id}","","GET /public_api/suppliers/{supplier_id}/visits/{id}",""
"passed","Wed Jul 22 07:17:05 UTC 2026","Wed Jul 22 07:17:05 UTC 2026","12","1.1 Team Hummingbird - BFF | WLW app","Technical Tests","ab-test-record-controller","POST /public_api/abtest/record [NEG] Missing Auth/API-Key","","POST /public_api/abtest/record [NEG] Missing Auth/API-Key",""
"failed","Wed Jul 22 07:17:38 UTC 2026","Wed Jul 22 07:17:38 UTC 2026","11","1.1 Team Hummingbird - BFF | WLW app","Technical Tests","trending-products-controller","GET /public_api/trending/products [NEG] Expired Token","","GET /public_api/trending/products [NEG] Expired Token",""
