"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Wed Jul 22 02:16:37 UTC 2026","Wed Jul 22 02:16:37 UTC 2026","0","4. Team CRM |CRM Staging","Business Scenarios Tests","Platform Profile","Update Platform Profile","","Business Scenarios Tests / Platform Profile / Update Platform Profile [iter=0,pos=37]",""
"broken","Wed Jul 22 01:49:52 UTC 2026","Wed Jul 22 01:50:12 UTC 2026","20016","API Coverage - Arise + Bamboo + Dolphin","Dolphin","com.testcase.dolphin.searchRec.AICompanySearchTest","com.testcase.dolphin.searchRec.AICompanySearchTest","pvMatchTest","AI Search PV match (supplierAiMatch) API",""
"passed","Wed Jul 22 01:56:13 UTC 2026","Wed Jul 22 01:56:14 UTC 2026","14","1.1 Team Hummingbird - BFF | WLW app","Endpoint tests","Support","Supportmasterdata_EN","","Endpoint tests / Support / Supportmasterdata_EN [iter=0,pos=17]",""
"passed","Wed Jul 22 01:56:26 UTC 2026","Wed Jul 22 01:56:26 UTC 2026","27","1.1 Team Hummingbird - BFF | WLW app","Technical Tests","conversation-controller","PUT /public_api/conversation/userConversations/{conversationId}/messages/markAsRead [SEC] Injection Probe","","Technical Tests / conversation-controller / PUT /public_api/conversation/userConversations/{conversationId}/messages/markAsRead [SEC] Injection Probe [iter=0,pos=142]",""
"skipped","Wed Jul 22 02:16:37 UTC 2026","Wed Jul 22 02:16:37 UTC 2026","0","7. Team Pegasus | Pegasus Staging","Business Scenarios Tests","Supplier Registration","EP - Lead create and update","","Business Scenarios Tests / Supplier Registration / EP - Lead create and update - folder",""
"passed","Wed Jul 22 01:56:38 UTC 2026","Wed Jul 22 01:56:38 UTC 2026","30","1.1 Team Hummingbird - BFF | WLW app","Technical Tests","login-controller","POST /public_api/auth/changePassword","","Technical Tests / login-controller / POST /public_api/auth/changePassword [iter=0,pos=262]",""
"failed","Wed Jul 22 02:16:38 UTC 2026","Wed Jul 22 02:16:38 UTC 2026","0","4. Team CRM |CRM Staging","Endpoints Tests","(root)","update SF","","Endpoints Tests / update SF [iter=0,pos=46]",""
"failed","Wed Jul 22 01:55:31 UTC 2026","Wed Jul 22 01:55:31 UTC 2026","27","1 Team Hummingbird - BFF | EP app","Endpoint tests","Conversations","mark as read","","Endpoint tests / Conversations / mark as read [iter=0,pos=66]",""
"failed","Wed Jul 22 01:56:48 UTC 2026","Wed Jul 22 01:56:48 UTC 2026","9","1.1 Team Hummingbird - BFF | WLW app","Technical Tests","search-controller","GET /public_api/products/recommendations [NEG] Forbidden Role Token","","Technical Tests / search-controller / GET /public_api/products/recommendations [NEG] Forbidden Role Token [iter=0,pos=365]",""
"failed","Wed Jul 22 01:56:43 UTC 2026","Wed Jul 22 01:56:43 UTC 2026","10","1.1 Team Hummingbird - BFF | WLW app","Technical Tests","push-notification-by-email-controller","PUT /v1/pushNotification","","Technical Tests / push-notification-by-email-controller / PUT /v1/pushNotification [iter=0,pos=315]",""
