"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Wed Aug 19 02:36:13 UTC 2026","Wed Aug 19 02:36:34 UTC 2026","20489","Dolphin","Technical","","","recallAlternateSortTest","AI Search recall: alternate sort (order_num_desc)",""
"passed","Wed Aug 19 02:35:01 UTC 2026","Wed Aug 19 02:35:01 UTC 2026","30","1.1 Team Hummingbird - BFF | WLW app","Technical Tests","login-controller","POST /public_api/auth/changePassword [NEG] Expired Token","","POST /public_api/auth/changePassword [NEG] Expired Token",""
"passed","Wed Aug 19 02:34:42 UTC 2026","Wed Aug 19 02:34:45 UTC 2026","3167","1.1 Team Hummingbird - BFF | WLW app","Endpoint tests","Visitor profiler","csv get","","csv get",""
"passed","Wed Aug 19 02:35:16 UTC 2026","Wed Aug 19 02:35:16 UTC 2026","14","1.1 Team Hummingbird - BFF | WLW app","Technical Tests","user-controller","PUT /public_api/user/userInfo [NEG] Missing Auth/API-Key","","PUT /public_api/user/userInfo [NEG] Missing Auth/API-Key",""
"skipped","Wed Aug 19 02:33:05 UTC 2026","Wed Aug 19 02:33:05 UTC 2026","0","7. Team Pegasus | Pegasus Staging","Endpoints Tests","Shop Import & Onboarding Backend","/import/status","","/import/status",""
"failed","Wed Aug 19 02:34:45 UTC 2026","Wed Aug 19 02:34:45 UTC 2026","12","1.1 Team Hummingbird - BFF | WLW app","Technical Tests","ai-company-search-controller","GET /public_api/search/ai/company/stream/mock [NEG] Expired Token","","GET /public_api/search/ai/company/stream/mock [NEG] Expired Token",""
"skipped","Wed Aug 19 02:33:09 UTC 2026","Wed Aug 19 02:33:09 UTC 2026","0","4. Team CRM |CRM Staging","Endpoints Tests","Users","Quotes","","Endpoints Tests / Users / Quotes - empty",""
"passed","Wed Aug 19 02:35:00 UTC 2026","Wed Aug 19 02:35:00 UTC 2026","29","1.1 Team Hummingbird - BFF | WLW app","Technical Tests","login-controller","POST /public_api/auth/code/verify [NEG] Expired Token","","POST /public_api/auth/code/verify [NEG] Expired Token",""
"passed","Wed Aug 19 02:34:57 UTC 2026","Wed Aug 19 02:34:57 UTC 2026","29","1.1 Team Hummingbird - BFF | WLW app","Technical Tests","feedback-controller","POST /feedback [NEG] Forbidden Role Token","","POST /feedback [NEG] Forbidden Role Token",""
"passed","Wed Aug 19 02:34:58 UTC 2026","Wed Aug 19 02:34:58 UTC 2026","16","1.1 Team Hummingbird - BFF | WLW app","Technical Tests","inside-business-controller","GET /public_api/inside_business [NEG] Missing Auth/API-Key","","GET /public_api/inside_business [NEG] Missing Auth/API-Key",""
"skipped","Wed Aug 19 02:33:09 UTC 2026","Wed Aug 19 02:33:09 UTC 2026","0","4. Team CRM |CRM Staging","Endpoints Tests","Activities","(empty)","","Endpoints Tests / Activities - empty",""
"failed","Wed Aug 19 02:35:09 UTC 2026","Wed Aug 19 02:35:09 UTC 2026","12","1.1 Team Hummingbird - BFF | WLW app","Technical Tests","search-controller","GET /public_api/search","","GET /public_api/search",""
"broken","Wed Aug 19 02:39:35 UTC 2026","Wed Aug 19 02:39:55 UTC 2026","20012","Dolphin","Technical","","","recallPaidSupplierFilterTest","AI Search recall: paid supplier filter (verified=true)",""
"passed","Wed Aug 19 02:34:48 UTC 2026","Wed Aug 19 02:34:48 UTC 2026","30","1.1 Team Hummingbird - BFF | WLW app","Technical Tests","contact-form-controller","POST /public_api/contact-form/messages [NEG] Forbidden Role Token","","POST /public_api/contact-form/messages [NEG] Forbidden Role Token",""
"failed","Wed Aug 19 02:34:52 UTC 2026","Wed Aug 19 02:34:52 UTC 2026","12","1.1 Team Hummingbird - BFF | WLW app","Technical Tests","conversation-controller","GET /public_api/conversation/userConversations/{userId}/unreadCount [NEG] Expired Token","","GET /public_api/conversation/userConversations/{userId}/unreadCount [NEG] Expired Token",""
"passed","Wed Aug 19 02:35:02 UTC 2026","Wed Aug 19 02:35:02 UTC 2026","16","1.1 Team Hummingbird - BFF | WLW app","Technical Tests","product-controller","GET /public_api/products/{productId} [NEG] Missing Auth/API-Key","","GET /public_api/products/{productId} [NEG] Missing Auth/API-Key",""
"skipped","Wed Aug 19 02:33:05 UTC 2026","Wed Aug 19 02:33:05 UTC 2026","0","7. Team Pegasus | Pegasus Staging","Endpoints Tests","Supplier Registration","EP","","email/check - Validate email domain for a specified country",""
"passed","Wed Aug 19 02:34:35 UTC 2026","Wed Aug 19 02:34:36 UTC 2026","414","1.1 Team Hummingbird - BFF | WLW app","Endpoint tests","Login","registration","","registration",""
