"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Aug 26 02:37:43 UTC 2026","Wed Aug 26 02:37:43 UTC 2026","89","1 Team Hummingbird - BFF | EP app","Endpoint tests","Conversations","conversation/messages","","conversation/messages",""
"passed","Wed Aug 26 02:38:30 UTC 2026","Wed Aug 26 02:38:30 UTC 2026","30","1.1 Team Hummingbird - BFF | WLW app","Endpoint tests","Homepage, products","preferred categories","","preferred categories",""
"passed","Wed Aug 26 02:38:49 UTC 2026","Wed Aug 26 02:38:49 UTC 2026","32","1.1 Team Hummingbird - BFF | WLW app","Technical Tests","login-controller","POST /public_api/auth/session/extend [NEG] Expired Token","","POST /public_api/auth/session/extend [NEG] Expired Token",""
"failed","Wed Aug 26 02:38:36 UTC 2026","Wed Aug 26 02:38:36 UTC 2026","12","1.1 Team Hummingbird - BFF | WLW app","Technical Tests","categories-controller","PUT /preferred/categories [NEG] Expired Token","","PUT /preferred/categories [NEG] Expired Token",""
"passed","Wed Aug 26 02:38:33 UTC 2026","Wed Aug 26 02:38:33 UTC 2026","18","1.1 Team Hummingbird - BFF | WLW app","Technical Tests","ai-company-search-controller","POST /public_api/search/ai/supplier/pv-match [NEG] Missing Auth/API-Key","","POST /public_api/search/ai/supplier/pv-match [NEG] Missing Auth/API-Key",""
"passed","Wed Aug 26 02:37:44 UTC 2026","Wed Aug 26 02:37:44 UTC 2026","85","1 Team Hummingbird - BFF | EP app","Endpoint tests","Conversations","unread count","","unread count",""
"broken","Wed Aug 26 02:43:17 UTC 2026","Wed Aug 26 02:43:37 UTC 2026","20023","Dolphin","Technical","","","recallPageZeroNormalizedTest","AI Search recall: page=0 normalized, still success",""
"failed","Wed Aug 26 02:38:37 UTC 2026","Wed Aug 26 02:38:37 UTC 2026","12","1.1 Team Hummingbird - BFF | WLW app","Technical Tests","company-controller","GET /public_api/company [NEG] Missing Auth/API-Key","","GET /public_api/company [NEG] Missing Auth/API-Key",""
"passed","Wed Aug 26 02:38:42 UTC 2026","Wed Aug 26 02:38:42 UTC 2026","30","1.1 Team Hummingbird - BFF | WLW app","Technical Tests","conversation-controller","GET /public_api/conversation/userConversations [SEC] Injection Probe","","GET /public_api/conversation/userConversations [SEC] Injection Probe",""
"passed","Wed Aug 26 02:39:06 UTC 2026","Wed Aug 26 02:39:06 UTC 2026","34","1.1 Team Hummingbird - BFF | WLW app","Technical Tests","trending-products-controller","GET /public_api/trending/notifications [NEG] Expired Token","","GET /public_api/trending/notifications [NEG] Expired Token",""
"failed","Wed Aug 26 02:38:59 UTC 2026","Wed Aug 26 02:38:59 UTC 2026","12","1.1 Team Hummingbird - BFF | WLW app","Technical Tests","search-controller","GET /public_api/search [NEG] Missing Auth/API-Key","","GET /public_api/search [NEG] Missing Auth/API-Key",""
"passed","Wed Aug 26 02:38:57 UTC 2026","Wed Aug 26 02:38:57 UTC 2026","28","1.1 Team Hummingbird - BFF | WLW app","Technical Tests","rfq-controller","POST /public_api/connect/purchaser/tenders [NEG] Forbidden Role Token","","POST /public_api/connect/purchaser/tenders [NEG] Forbidden Role Token",""
"failed","Wed Aug 26 02:38:21 UTC 2026","Wed Aug 26 02:38:21 UTC 2026","0","3 Team Techno - UCL","Functional Tests","Endpoint Tests","membership","","get all active membership for uuid not platform specific",""
"failed","Wed Aug 26 02:38:30 UTC 2026","Wed Aug 26 02:38:30 UTC 2026","0","3 Team Techno - UCL","Technical Tests","Membership","GET /unified_commercial_logic/internal_api/api/membership/v2 - Retrieve Membership V2 List","","GET /unified_commercial_logic/internal_api/api/membership/v2 - Retrieve Membership V2 List",""
"failed","Wed Aug 26 02:38:29 UTC 2026","Wed Aug 26 02:38:29 UTC 2026","0","3 Team Techno - UCL","Technical Tests","Membership","GET /unified_commercial_logic/internal_api/api/membership/{id} - Retrieve Membership fields By ID","","GET /unified_commercial_logic/internal_api/api/membership/{id} - Retrieve Membership fields By ID",""
"passed","Wed Aug 26 02:38:48 UTC 2026","Wed Aug 26 02:38:48 UTC 2026","40","1.1 Team Hummingbird - BFF | WLW app","Technical Tests","help-and-support-controller","POST /help [NEG] Missing Auth/API-Key","","POST /help [NEG] Missing Auth/API-Key",""
"passed","Wed Aug 26 02:38:28 UTC 2026","Wed Aug 26 02:38:29 UTC 2026","192","1.1 Team Hummingbird - BFF | WLW app","Endpoint tests","Company","branchIO dynamic link, share PDP","","branchIO dynamic link, share PDP",""
"passed","Wed Aug 26 02:38:55 UTC 2026","Wed Aug 26 02:38:55 UTC 2026","33","1.1 Team Hummingbird - BFF | WLW app","Technical Tests","purchaser-user-setting-controller","POST /userSetting/","","POST /userSetting/",""
"passed","Wed Aug 26 02:47:41 UTC 2026","Wed Aug 26 02:47:42 UTC 2026","781","Dolphin","Technical","","","productTextSearchMalformedRawQueryStructTest","AI product text search recall: malformed rawQueryStruct still success",""
"skipped","Wed Aug 26 02:37:52 UTC 2026","Wed Aug 26 02:37:52 UTC 2026","0","7. Team Pegasus | Pegasus Staging","Endpoints Tests","User & Company Context","UCL Organizations","","UCL Organizations",""
"failed","Wed Aug 26 02:38:14 UTC 2026","Wed Aug 26 02:38:14 UTC 2026","45","4. Team CRM |CRM Staging","Endpoints Tests","(root)","trigger the Paid Media lead","","trigger the Paid Media lead",""
"passed","Wed Aug 26 02:37:42 UTC 2026","Wed Aug 26 02:37:42 UTC 2026","28","1 Team Hummingbird - BFF | EP app","Endpoint tests","Homepage, products","preferred categories","","preferred categories",""
"failed","Wed Aug 26 02:38:44 UTC 2026","Wed Aug 26 02:38:44 UTC 2026","13","1.1 Team Hummingbird - BFF | WLW app","Technical Tests","conversation-controller","GET /public_api/conversation/userConversations/{conversationId}/file/","","GET /public_api/conversation/userConversations/{conversationId}/file/",""
"passed","Wed Aug 26 02:38:26 UTC 2026","Wed Aug 26 02:38:26 UTC 2026","15","1.1 Team Hummingbird - BFF | WLW app","Endpoint tests","Support","Support FAQ_FR","","Support FAQ_FR",""
"passed","Wed Aug 26 02:37:40 UTC 2026","Wed Aug 26 02:37:41 UTC 2026","228","1 Team Hummingbird - BFF | EP app","Endpoint tests","Search","search autoComplete EN","","search autoComplete EN",""
