"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jul 04 03:13:47 UTC 2026","Sat Jul 04 03:13:47 UTC 2026","49","API Coverage - Arise + Bamboo + Dolphin","Dolphin","com.testcase.dolphin.searchRec.ProductRecommendTest","com.testcase.dolphin.searchRec.ProductRecommendTest","getCategoryListEpTest","v-recommend category list -- ep",""
"broken","Sat Jul 04 03:09:05 UTC 2026","Sat Jul 04 03:09:25 UTC 2026","20020","API Coverage - Arise + Bamboo + Dolphin","Dolphin","com.testcase.dolphin.searchRec.AICompanySearchTest","com.testcase.dolphin.searchRec.AICompanySearchTest","inferenceTest","AI Search inference API (SSE stream)",""
"passed","Sat Jul 04 03:08:36 UTC 2026","Sat Jul 04 03:08:36 UTC 2026","14","API Coverage - Arise + Bamboo + Dolphin","Dolphin","com.testcase.dolphin.searchRec.CompanyMainSearchTest","com.testcase.dolphin.searchRec.CompanyMainSearchTest","getUserSearchHistoryTest","getUserSearchHistoryTest",""
"passed","Sat Jul 04 03:13:46 UTC 2026","Sat Jul 04 03:13:46 UTC 2026","315","API Coverage - Arise + Bamboo + Dolphin","Dolphin","com.testcase.dolphin.searchRec.ProductRecommendTest","com.testcase.dolphin.searchRec.ProductRecommendTest","EPHomepageProductRecommendTest","homepage product recommend -- ep",""
"passed","Sat Jul 04 03:08:27 UTC 2026","Sat Jul 04 03:08:28 UTC 2026","277","API Coverage - Arise + Bamboo + Dolphin","Dolphin","com.testcase.dolphin.searchRec.ProductMainSearchTest","com.testcase.dolphin.searchRec.ProductMainSearchTest","epFrInterventionAbatJourTest","epFrInterventionAbatJourTest",""
"broken","Sat Jul 04 03:08:28 UTC 2026","Sat Jul 04 03:08:28 UTC 2026","34","API Coverage - Arise + Bamboo + Dolphin","Dolphin","com.testcase.dolphin.searchRec.ProductMainSearchTest","com.testcase.dolphin.searchRec.ProductMainSearchTest","getProductUuidByCompanyUuidTest","getProductUuidByCompanyUuidTest",""
"failed","Sat Jul 04 03:13:48 UTC 2026","Sat Jul 04 03:13:48 UTC 2026","58","API Coverage - Arise + Bamboo + Dolphin","Dolphin","com.testcase.dolphin.searchRec.ProductRecommendTest","com.testcase.dolphin.searchRec.ProductRecommendTest","sameStoreProductRecommendTest","product same store recommend -- wlw",""
"passed","Sat Jul 04 03:08:31 UTC 2026","Sat Jul 04 03:08:32 UTC 2026","259","API Coverage - Arise + Bamboo + Dolphin","Dolphin","com.testcase.dolphin.searchRec.ProductMainSearchTest","com.testcase.dolphin.searchRec.ProductMainSearchTest","wlwEnRewriteAirbagsTest","wlwEnRewriteAirbagsTest",""
"broken","Sat Jul 04 03:12:06 UTC 2026","Sat Jul 04 03:12:26 UTC 2026","20024","API Coverage - Arise + Bamboo + Dolphin","Dolphin","com.testcase.dolphin.searchRec.AICompanySearchTest","com.testcase.dolphin.searchRec.AICompanySearchTest","recallSingleFilterTest","AI Search recall: single filter (verified=true)",""
"passed","Sat Jul 04 03:08:41 UTC 2026","Sat Jul 04 03:08:42 UTC 2026","1068","API Coverage - Arise + Bamboo + Dolphin","Dolphin","com.testcase.dolphin.searchRec.CompanyMainSearchTest","com.testcase.dolphin.searchRec.CompanyMainSearchTest","wlwDeRewriteAdhaesionsbeutelTest","wlwDeRewriteAdhaesionsbeutelTest",""
"passed","Sat Jul 04 03:08:37 UTC 2026","Sat Jul 04 03:08:38 UTC 2026","1067","API Coverage - Arise + Bamboo + Dolphin","Dolphin","com.testcase.dolphin.searchRec.CompanyMainSearchTest","com.testcase.dolphin.searchRec.CompanyMainSearchTest","testCompanyMainSearchLocationSort","testCompanyMainSearchLocationSort",""
"passed","Sat Jul 04 03:08:23 UTC 2026","Sat Jul 04 03:08:24 UTC 2026","775","API Coverage - Arise + Bamboo + Dolphin","Dolphin","com.testcase.dolphin.searchRec.ProductMainSearchTest","com.testcase.dolphin.searchRec.ProductMainSearchTest","WlwProductNewMainSearchTest","WlwProductNewMainSearchTest",""
"broken","Sat Jul 04 03:13:06 UTC 2026","Sat Jul 04 03:13:26 UTC 2026","20009","API Coverage - Arise + Bamboo + Dolphin","Dolphin","com.testcase.dolphin.searchRec.AICompanySearchTest","com.testcase.dolphin.searchRec.AICompanySearchTest","termRecommendNoMockTest","AI Search term recommend API without mock",""
"broken","Sat Jul 04 03:08:17 UTC 2026","Sat Jul 04 03:08:17 UTC 2026","126","API Coverage - Arise + Bamboo + Dolphin","Bamboo","com.testcase.dolphin.cpvProduct.CpvTest","com.testcase.dolphin.cpvProduct.CpvTest","findCategoryByIdTest","findCategoryById",""
"passed","Sat Jul 04 03:08:32 UTC 2026","Sat Jul 04 03:08:32 UTC 2026","197","API Coverage - Arise + Bamboo + Dolphin","Dolphin","com.testcase.dolphin.searchRec.CompanyMainSearchTest","com.testcase.dolphin.searchRec.CompanyMainSearchTest","companySearchCountTest","companySearchCountTest",""
"passed","Sat Jul 04 03:08:36 UTC 2026","Sat Jul 04 03:08:36 UTC 2026","22","API Coverage - Arise + Bamboo + Dolphin","Dolphin","com.testcase.dolphin.searchRec.CompanyMainSearchTest","com.testcase.dolphin.searchRec.CompanyMainSearchTest","getTopCateGoryFromSearchTermTest","getTopCateGoryFromSearchTermTest",""
"passed","Sat Jul 04 03:08:30 UTC 2026","Sat Jul 04 03:08:31 UTC 2026","304","API Coverage - Arise + Bamboo + Dolphin","Dolphin","com.testcase.dolphin.searchRec.ProductMainSearchTest","com.testcase.dolphin.searchRec.ProductMainSearchTest","wlwDeRewriteAdhaesionsbeutelTest","wlwDeRewriteAdhaesionsbeutelTest",""
"broken","Sat Jul 04 03:10:25 UTC 2026","Sat Jul 04 03:10:45 UTC 2026","20022","API Coverage - Arise + Bamboo + Dolphin","Dolphin","com.testcase.dolphin.searchRec.AICompanySearchTest","com.testcase.dolphin.searchRec.AICompanySearchTest","recallCountryFilterTest","AI Search recall: country filter DE",""
"broken","Sat Jul 04 03:11:25 UTC 2026","Sat Jul 04 03:11:45 UTC 2026","20018","API Coverage - Arise + Bamboo + Dolphin","Dolphin","com.testcase.dolphin.searchRec.AICompanySearchTest","com.testcase.dolphin.searchRec.AICompanySearchTest","recallPaidSupplierFilterTest","AI Search recall: paid supplier filter (verified=true)",""
"passed","Sat Jul 04 03:08:36 UTC 2026","Sat Jul 04 03:08:37 UTC 2026","706","API Coverage - Arise + Bamboo + Dolphin","Dolphin","com.testcase.dolphin.searchRec.CompanyMainSearchTest","com.testcase.dolphin.searchRec.CompanyMainSearchTest","testCompanyMainSearch","testCompanyMainSearch",""
