"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jul 28 03:23:56 UTC 2026","Tue Jul 28 03:23:56 UTC 2026","44","Dolphin","Functional","","","getCategoryListWlwTest","v-recommend category list -- wlw, full categories",""
"broken","Tue Jul 28 03:23:19 UTC 2026","Tue Jul 28 03:23:39 UTC 2026","20006","Dolphin","Technical","","","productInferenceTest","AI product search inference stream API",""
"skipped","Tue Jul 28 03:14:06 UTC 2026","Tue Jul 28 03:14:06 UTC 2026","0","7. Team Pegasus | Pegasus Staging","Endpoints Tests","Supplier Registration","WLW","","categories - Endpoints for retrieving categories",""
"failed","Tue Jul 28 03:15:37 UTC 2026","Tue Jul 28 03:15:37 UTC 2026","60","1.1 Team Hummingbird - BFF | WLW app","Endpoint tests","Login","extend session","","extend session",""
"skipped","Tue Jul 28 03:14:06 UTC 2026","Tue Jul 28 03:14:06 UTC 2026","0","7. Team Pegasus | Pegasus Staging","Endpoints Tests","Shop Import & Onboarding Backend","/offers/categoryProperties","","/offers/categoryProperties",""
"passed","Tue Jul 28 03:16:00 UTC 2026","Tue Jul 28 03:16:00 UTC 2026","36","1.1 Team Hummingbird - BFF | WLW app","Technical Tests","login-controller","POST /public_api/auth/session/extend [NEG] Expired Token","","POST /public_api/auth/session/extend [NEG] Expired Token",""
"passed","Tue Jul 28 03:23:51 UTC 2026","Tue Jul 28 03:23:52 UTC 2026","693","Dolphin","Technical","","","productTextSearchSortTest","AI product text search recall: alternate sort",""
"passed","Tue Jul 28 03:16:03 UTC 2026","Tue Jul 28 03:16:03 UTC 2026","38","1.1 Team Hummingbird - BFF | WLW app","Technical Tests","login-controller","DELETE /public_api/auth/sso/logout [NEG] Expired Token","","DELETE /public_api/auth/sso/logout [NEG] Expired Token",""
"passed","Tue Jul 28 03:23:55 UTC 2026","Tue Jul 28 03:23:55 UTC 2026","114","Dolphin","Technical","","","EPZeroResultProductRecommendTest","Recommend products in 0 result search list page v1 -- ep",""
"broken","Tue Jul 28 03:16:57 UTC 2026","Tue Jul 28 03:17:17 UTC 2026","20023","Dolphin","Functional","","","recallCountryFilterTest","AI Search recall: country filter DE",""
"passed","Tue Jul 28 03:14:39 UTC 2026","Tue Jul 28 03:14:39 UTC 2026","60","1 Team Hummingbird - BFF | EP app","Endpoint tests","Support","Support FAQ_DE","","Support FAQ_DE",""
"passed","Tue Jul 28 03:15:44 UTC 2026","Tue Jul 28 03:15:44 UTC 2026","45","1.1 Team Hummingbird - BFF | WLW app","Technical Tests","ai-company-search-controller","POST /public_api/search/ai/supplier/recall","","POST /public_api/search/ai/supplier/recall",""
